%t=2.837250e-10
3.96083776e-02 3.85459076e-02 
3.92752370e-02 3.80500238e-02 
3.90411171e-02 3.77288454e-02 
3.88728218e-02 3.75207935e-02 
3.87541836e-02 3.73834022e-02 
3.86720589e-02 3.72916440e-02 
3.86161232e-02 3.72302688e-02 
3.85787094e-02 3.71895142e-02 
3.85542927e-02 3.71629019e-02 
3.85389498e-02 3.71460385e-02 
3.85299145e-02 3.71359068e-02 
3.85252457e-02 3.71304221e-02 
3.85235865e-02 3.71281402e-02 
3.85239928e-02 3.71280613e-02 
3.85258114e-02 3.71294957e-02 
3.85285949e-02 3.71319707e-02 
3.85320400e-02 3.71351653e-02 
3.85359451e-02 3.71388652e-02 
3.85401800e-02 3.71429308e-02 
3.85446640e-02 3.71472743e-02 
3.85493508e-02 3.71518442e-02 
3.85542178e-02 3.71566137e-02 
3.85592581e-02 3.71615727e-02 
3.85644751e-02 3.71667221e-02 
3.85698783e-02 3.71720692e-02 
3.85754800e-02 3.71776247e-02 
3.85812934e-02 3.71834005e-02 
3.85873302e-02 3.71894069e-02 
3.85935989e-02 3.71956517e-02 
3.86001040e-02 3.72021384e-02 
3.86068441e-02 3.72088650e-02 
3.86138109e-02 3.72158224e-02 
3.86209886e-02 3.72229943e-02 
3.86283524e-02 3.72303554e-02 
3.86358685e-02 3.72378714e-02 
3.86434932e-02 3.72454981e-02 
3.86511733e-02 3.72531819e-02 
3.86588458e-02 3.72608594e-02 
3.86664391e-02 3.72684586e-02 
3.86738737e-02 3.72758996e-02 
3.86810640e-02 3.72830964e-02 
3.86879201e-02 3.72899589e-02 
3.86943500e-02 3.72963946e-02 
3.87002624e-02 3.73023121e-02 
3.87055695e-02 3.73076231e-02 
3.87101898e-02 3.73122461e-02 
3.87140509e-02 3.73161083e-02 
3.87170923e-02 3.73191491e-02 
3.87192673e-02 3.73213216e-02 
3.87205451e-02 3.73225949e-02 
3.87209118e-02 3.73229550e-02 
3.87203708e-02 3.73224054e-02 
3.87189430e-02 3.73209668e-02 
3.87166655e-02 3.73186765e-02 
3.87135903e-02 3.73155865e-02 
3.87097825e-02 3.73117621e-02 
3.87053175e-02 3.73072787e-02 
3.87002787e-02 3.73022199e-02 
3.86947545e-02 3.72966743e-02 
3.86888354e-02 3.72907325e-02 
3.86826115e-02 3.72844851e-02 
3.86761705e-02 3.72780196e-02 
3.86695948e-02 3.72714189e-02 
3.86629609e-02 3.72647595e-02 
3.86563372e-02 3.72581102e-02 
3.86497841e-02 3.72515314e-02 
3.86433531e-02 3.72450749e-02 
3.86370866e-02 3.72387833e-02 
3.86310188e-02 3.72326909e-02 
3.86251755e-02 3.72268236e-02 
3.86195753e-02 3.72212003e-02 
3.86142301e-02 3.72158328e-02 
3.86091459e-02 3.72107274e-02 
3.86043238e-02 3.72058853e-02 
3.85997611e-02 3.72013036e-02 
3.85954514e-02 3.71969762e-02 
3.85913859e-02 3.71928944e-02 
3.85875540e-02 3.71890476e-02 
3.85839434e-02 3.71854235e-02 
3.85805413e-02 3.71820094e-02 
3.85773341e-02 3.71787917e-02 
3.85743081e-02 3.71757567e-02 
3.85714495e-02 3.71728908e-02 
3.85687448e-02 3.71701804e-02 
3.85661808e-02 3.71676123e-02 
3.85637446e-02 3.71651739e-02 
3.85614237e-02 3.71628526e-02 
3.85592064e-02 3.71606367e-02 
3.85570808e-02 3.71585146e-02 
3.85550360e-02 3.71564752e-02 
3.85530610e-02 3.71545079e-02 
3.85511453e-02 3.71526022e-02 
3.85492787e-02 3.71507480e-02 
3.85474510e-02 3.71489354e-02 
3.85456523e-02 3.71471547e-02 
3.85438727e-02 3.71453961e-02 
3.85421021e-02 3.71436501e-02 
3.85403308e-02 3.71419071e-02 
3.85385488e-02 3.71401576e-02 
3.85367462e-02 3.71383923e-02 
3.85349132e-02 3.71366019e-02 
3.85330405e-02 3.71347779e-02 
3.85311192e-02 3.71329123e-02 
3.85291416e-02 3.71309984e-02 
3.85271019e-02 3.71290318e-02 
3.85249976e-02 3.71270116e-02 
3.85228307e-02 3.71249418e-02 
3.85206106e-02 3.71228344e-02 
3.85183576e-02 3.71207128e-02 
3.85161080e-02 3.71186176e-02 
3.85139219e-02 3.71166141e-02 
3.85118933e-02 3.71148031e-02 
3.85101652e-02 3.71133373e-02 
3.85089514e-02 3.71124432e-02 
3.85085663e-02 3.71124528e-02 
3.85094681e-02 3.71138493e-02 
3.85123191e-02 3.71173319e-02 
3.85180718e-02 3.71239086e-02 
3.85280905e-02 3.71350307e-02 
3.85443222e-02 3.71527888e-02 
3.85695376e-02 3.71802040e-02 
3.86076636e-02 3.72216724e-02 
3.86642267e-02 3.72836720e-02 
3.87468949e-02 3.73759616e-02 
3.88659941e-02 3.75137809e-02 
3.90346740e-02 3.77221351e-02 
3.92691167e-02 3.80434470e-02 
3.96024842e-02 3.85392758e-02 
3.95067295e-02 3.89591145e-02 
3.91397225e-02 3.85118473e-02 
3.88937666e-02 3.82107114e-02 
3.87224751e-02 3.80100297e-02 
3.86033345e-02 3.78755854e-02 
3.85213065e-02 3.77851745e-02 
3.84655689e-02 3.77245047e-02 
3.84283401e-02 3.76841664e-02 
3.84040784e-02 3.76578268e-02 
3.83888654e-02 3.76411589e-02 
3.83799430e-02 3.76311796e-02 
3.83753764e-02 3.76258223e-02 
3.83738136e-02 3.76236537e-02 
3.83743140e-02 3.76236809e-02 
3.83762274e-02 3.76252187e-02 
3.83791084e-02 3.76277978e-02 
3.83826560e-02 3.76311001e-02 
3.83866706e-02 3.76349138e-02 
3.83910238e-02 3.76391012e-02 
3.83956368e-02 3.76435768e-02 
3.84004656e-02 3.76482914e-02 
3.84054895e-02 3.76532203e-02 
3.84107039e-02 3.76583557e-02 
3.84161143e-02 3.76637007e-02 
3.84217326e-02 3.76692650e-02 
3.84275734e-02 3.76750618e-02 
3.84336520e-02 3.76811048e-02 
3.84399822e-02 3.76874067e-02 
3.84465744e-02 3.76939770e-02 
3.84534345e-02 3.77008208e-02 
3.84605621e-02 3.77079369e-02 
3.84679494e-02 3.77153170e-02 
3.84755802e-02 3.77229442e-02 
3.84834287e-02 3.77307921e-02 
3.84914587e-02 3.77388241e-02 
3.84996234e-02 3.77469929e-02 
3.85078649e-02 3.77552401e-02 
3.85161146e-02 3.77634969e-02 
3.85242939e-02 3.77716841e-02 
3.85323153e-02 3.77797138e-02 
3.85400841e-02 3.77874909e-02 
3.85475003e-02 3.77949153e-02 
3.85544618e-02 3.78018842e-02 
3.85608665e-02 3.78082954e-02 
3.85666163e-02 3.78140505e-02 
3.85716199e-02 3.78190579e-02 
3.85757961e-02 3.78232360e-02 
3.85790768e-02 3.78265168e-02 
3.85814097e-02 3.78288477e-02 
3.85827601e-02 3.78301939e-02 
3.85831126e-02 3.78305399e-02 
3.85824713e-02 3.78298898e-02 
3.85808598e-02 3.78282671e-02 
3.85783200e-02 3.78257139e-02 
3.85749107e-02 3.78222890e-02 
3.85707051e-02 3.78180658e-02 
3.85657881e-02 3.78131292e-02 
3.85602531e-02 3.78075729e-02 
3.85541988e-02 3.78014957e-02 
3.85477264e-02 3.77949991e-02 
3.85409359e-02 3.77881832e-02 
3.85339241e-02 3.77811453e-02 
3.85267822e-02 3.77739766e-02 
3.85195938e-02 3.77667608e-02 
3.85124336e-02 3.77595732e-02 
3.85053669e-02 3.77524790e-02 
3.84984489e-02 3.77455336e-02 
3.84917248e-02 3.77387826e-02 
3.84852304e-02 3.77322618e-02 
3.84789922e-02 3.77259980e-02 
3.84730288e-02 3.77200098e-02 
3.84673514e-02 3.77143086e-02 
3.84619650e-02 3.77088994e-02 
3.84568692e-02 3.77037820e-02 
3.84520593e-02 3.76989519e-02 
3.84475272e-02 3.76944008e-02 
3.84432622e-02 3.76901183e-02 
3.84392516e-02 3.76860916e-02 
3.84354813e-02 3.76823067e-02 
3.84319364e-02 3.76787488e-02 
3.84286018e-02 3.76754027e-02 
3.84254620e-02 3.76722530e-02 
3.84225018e-02 3.76692846e-02 
3.84197063e-02 3.76664827e-02 
3.84170610e-02 3.76638327e-02 
3.84145521e-02 3.76613208e-02 
3.84121660e-02 3.76589336e-02 
3.84098899e-02 3.76566584e-02 
3.84077115e-02 3.76544828e-02 
3.84056189e-02 3.76523951e-02 
